trial_key,desc,fert_type,co2e_kgha
abel_23,"avoided n2o emissions, direct",ammonium,78.73179770839714
abel_23,"avoided n2o emissions, direct",ammonium-nitrate,78.73179770839714
abel_23,"avoided n2o emissions, direct",nitrate,78.73179770839714
abel_23,"avoided n2o emissions, direct",organic,78.73179770839714
abel_23,"avoided n2o emissions, direct",urea,78.73179770839714
amun1_23,"avoided n2o emissions, direct",ammonium,102.35133702091626
amun1_23,"avoided n2o emissions, direct",ammonium-nitrate,102.35133702091626
amun1_23,"avoided n2o emissions, direct",nitrate,102.35133702091626
amun1_23,"avoided n2o emissions, direct",organic,102.35133702091626
amun1_23,"avoided n2o emissions, direct",urea,102.35133702091626
amun2_23,"avoided n2o emissions, direct",ammonium,102.35133702091626
amun2_23,"avoided n2o emissions, direct",ammonium-nitrate,102.35133702091626
amun2_23,"avoided n2o emissions, direct",nitrate,102.35133702091626
amun2_23,"avoided n2o emissions, direct",organic,102.35133702091626
amun2_23,"avoided n2o emissions, direct",urea,102.35133702091626
ande_23,"avoided n2o emissions, direct",ammonium,130.43234487024458
ande_23,"avoided n2o emissions, direct",ammonium-nitrate,130.43234487024458
ande_23,"avoided n2o emissions, direct",nitrate,130.43234487024458
ande_23,"avoided n2o emissions, direct",organic,130.43234487024458
ande_23,"avoided n2o emissions, direct",urea,130.43234487024458
auke_23,"avoided n2o emissions, direct",ammonium,136.4684493612217
auke_23,"avoided n2o emissions, direct",ammonium-nitrate,136.4684493612217
auke_23,"avoided n2o emissions, direct",nitrate,136.4684493612217
auke_23,"avoided n2o emissions, direct",organic,136.4684493612217
auke_23,"avoided n2o emissions, direct",urea,136.4684493612217
bake1_23,"avoided n2o emissions, direct",ammonium,52.48786513893143
bake1_23,"avoided n2o emissions, direct",ammonium-nitrate,52.48786513893143
bake1_23,"avoided n2o emissions, direct",nitrate,52.48786513893143
bake1_23,"avoided n2o emissions, direct",organic,52.48786513893143
bake1_23,"avoided n2o emissions, direct",urea,52.48786513893143
bake2_23,"avoided n2o emissions, direct",ammonium,52.48786513893143
bake2_23,"avoided n2o emissions, direct",ammonium-nitrate,52.48786513893143
bake2_23,"avoided n2o emissions, direct",nitrate,52.48786513893143
bake2_23,"avoided n2o emissions, direct",organic,52.48786513893143
bake2_23,"avoided n2o emissions, direct",urea,52.48786513893143
benn_23,"avoided n2o emissions, direct",ammonium,110.22451679175599
benn_23,"avoided n2o emissions, direct",ammonium-nitrate,110.22451679175599
benn_23,"avoided n2o emissions, direct",nitrate,110.22451679175599
benn_23,"avoided n2o emissions, direct",organic,110.22451679175599
benn_23,"avoided n2o emissions, direct",urea,110.22451679175599
borc_23,"avoided n2o emissions, direct",ammonium,78.73179770839714
borc_23,"avoided n2o emissions, direct",ammonium-nitrate,78.73179770839714
borc_23,"avoided n2o emissions, direct",nitrate,78.73179770839714
borc_23,"avoided n2o emissions, direct",organic,78.73179770839714
borc_23,"avoided n2o emissions, direct",urea,78.73179770839714
boye_23,"avoided n2o emissions, direct",ammonium,131.21966284732858
boye_23,"avoided n2o emissions, direct",ammonium-nitrate,131.21966284732858
boye_23,"avoided n2o emissions, direct",nitrate,131.21966284732858
boye_23,"avoided n2o emissions, direct",organic,131.21966284732858
boye_23,"avoided n2o emissions, direct",urea,131.21966284732858
brag_23,"avoided n2o emissions, direct",ammonium,111.53671342022928
brag_23,"avoided n2o emissions, direct",ammonium-nitrate,111.53671342022928
brag_23,"avoided n2o emissions, direct",nitrate,111.53671342022928
brag_23,"avoided n2o emissions, direct",organic,111.53671342022928
brag_23,"avoided n2o emissions, direct",urea,111.53671342022928
deng_23,"avoided n2o emissions, direct",ammonium,52.48786513893143
deng_23,"avoided n2o emissions, direct",ammonium-nitrate,52.48786513893143
deng_23,"avoided n2o emissions, direct",nitrate,52.48786513893143
deng_23,"avoided n2o emissions, direct",organic,52.48786513893143
deng_23,"avoided n2o emissions, direct",urea,52.48786513893143
harv_23,"avoided n2o emissions, direct",ammonium,97.10255050702317
harv_23,"avoided n2o emissions, direct",ammonium-nitrate,97.10255050702317
harv_23,"avoided n2o emissions, direct",nitrate,97.10255050702317
harv_23,"avoided n2o emissions, direct",organic,97.10255050702317
harv_23,"avoided n2o emissions, direct",urea,97.10255050702317
hiem_23,"avoided n2o emissions, direct",ammonium,110.22451679175599
hiem_23,"avoided n2o emissions, direct",ammonium-nitrate,110.22451679175599
hiem_23,"avoided n2o emissions, direct",nitrate,110.22451679175599
hiem_23,"avoided n2o emissions, direct",organic,110.22451679175599
hiem_23,"avoided n2o emissions, direct",urea,110.22451679175599
holli_23,"avoided n2o emissions, direct",ammonium,104.97573027786287
holli_23,"avoided n2o emissions, direct",ammonium-nitrate,104.97573027786287
holli_23,"avoided n2o emissions, direct",nitrate,104.97573027786287
holli_23,"avoided n2o emissions, direct",organic,104.97573027786287
holli_23,"avoided n2o emissions, direct",urea,104.97573027786287
krue_23,"avoided n2o emissions, direct",ammonium,65.60983142366429
krue_23,"avoided n2o emissions, direct",ammonium-nitrate,65.60983142366429
krue_23,"avoided n2o emissions, direct",nitrate,65.60983142366429
krue_23,"avoided n2o emissions, direct",organic,65.60983142366429
krue_23,"avoided n2o emissions, direct",urea,65.60983142366429
mcca1_23,"avoided n2o emissions, direct",ammonium,131.21966284732858
mcca1_23,"avoided n2o emissions, direct",ammonium-nitrate,131.21966284732858
mcca1_23,"avoided n2o emissions, direct",nitrate,131.21966284732858
mcca1_23,"avoided n2o emissions, direct",organic,131.21966284732858
mcca1_23,"avoided n2o emissions, direct",urea,131.21966284732858
mcca2_23,"avoided n2o emissions, direct",ammonium,131.21966284732858
mcca2_23,"avoided n2o emissions, direct",ammonium-nitrate,131.21966284732858
mcca2_23,"avoided n2o emissions, direct",nitrate,131.21966284732858
mcca2_23,"avoided n2o emissions, direct",organic,131.21966284732858
mcca2_23,"avoided n2o emissions, direct",urea,131.21966284732858
pete_23,"avoided n2o emissions, direct",ammonium,131.21966284732858
pete_23,"avoided n2o emissions, direct",ammonium-nitrate,131.21966284732858
pete_23,"avoided n2o emissions, direct",nitrate,131.21966284732858
pete_23,"avoided n2o emissions, direct",organic,131.21966284732858
pete_23,"avoided n2o emissions, direct",urea,131.21966284732858
prev_23,"avoided n2o emissions, direct",ammonium,139.09284261816828
prev_23,"avoided n2o emissions, direct",ammonium-nitrate,139.09284261816828
prev_23,"avoided n2o emissions, direct",nitrate,139.09284261816828
prev_23,"avoided n2o emissions, direct",organic,139.09284261816828
prev_23,"avoided n2o emissions, direct",urea,139.09284261816828
vanh_23,"avoided n2o emissions, direct",ammonium,157.46359541679428
vanh_23,"avoided n2o emissions, direct",ammonium-nitrate,157.46359541679428
vanh_23,"avoided n2o emissions, direct",nitrate,157.46359541679428
vanh_23,"avoided n2o emissions, direct",organic,157.46359541679428
vanh_23,"avoided n2o emissions, direct",urea,157.46359541679428
veen_23,"avoided n2o emissions, direct",ammonium,52.48786513893143
veen_23,"avoided n2o emissions, direct",ammonium-nitrate,52.48786513893143
veen_23,"avoided n2o emissions, direct",nitrate,52.48786513893143
veen_23,"avoided n2o emissions, direct",organic,52.48786513893143
veen_23,"avoided n2o emissions, direct",urea,52.48786513893143
abel_23,"avoided n20 emissions, ind-vol",ammonium,6.2985438166717715
abel_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,3.936589885419857
abel_23,"avoided n20 emissions, ind-vol",nitrate,0.7873179770839714
abel_23,"avoided n20 emissions, ind-vol",organic,16.533677518763398
abel_23,"avoided n20 emissions, ind-vol",urea,11.80976965625957
amun1_23,"avoided n20 emissions, ind-vol",ammonium,8.188106961673302
amun1_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.117566851045813
amun1_23,"avoided n20 emissions, ind-vol",nitrate,1.0235133702091628
amun1_23,"avoided n20 emissions, ind-vol",organic,21.493780774392416
amun1_23,"avoided n20 emissions, ind-vol",urea,15.352700553137442
amun2_23,"avoided n20 emissions, ind-vol",ammonium,8.188106961673302
amun2_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.117566851045813
amun2_23,"avoided n20 emissions, ind-vol",nitrate,1.0235133702091628
amun2_23,"avoided n20 emissions, ind-vol",organic,21.493780774392416
amun2_23,"avoided n20 emissions, ind-vol",urea,15.352700553137442
ande_23,"avoided n20 emissions, ind-vol",ammonium,10.434587589619566
ande_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.521617243512229
ande_23,"avoided n20 emissions, ind-vol",nitrate,1.3043234487024458
ande_23,"avoided n20 emissions, ind-vol",organic,27.39079242275136
ande_23,"avoided n20 emissions, ind-vol",urea,19.564851730536684
auke_23,"avoided n20 emissions, ind-vol",ammonium,10.917475948897739
auke_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.823422468061085
auke_23,"avoided n20 emissions, ind-vol",nitrate,1.3646844936122173
auke_23,"avoided n20 emissions, ind-vol",organic,28.658374365856556
auke_23,"avoided n20 emissions, ind-vol",urea,20.470267404183254
bake1_23,"avoided n20 emissions, ind-vol",ammonium,4.199029211114515
bake1_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,2.6243932569465716
bake1_23,"avoided n20 emissions, ind-vol",nitrate,0.5248786513893143
bake1_23,"avoided n20 emissions, ind-vol",organic,11.0224516791756
bake1_23,"avoided n20 emissions, ind-vol",urea,7.873179770839714
bake2_23,"avoided n20 emissions, ind-vol",ammonium,4.199029211114515
bake2_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,2.6243932569465716
bake2_23,"avoided n20 emissions, ind-vol",nitrate,0.5248786513893143
bake2_23,"avoided n20 emissions, ind-vol",organic,11.0224516791756
bake2_23,"avoided n20 emissions, ind-vol",urea,7.873179770839714
benn_23,"avoided n20 emissions, ind-vol",ammonium,8.81796134334048
benn_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.5112258395878
benn_23,"avoided n20 emissions, ind-vol",nitrate,1.10224516791756
benn_23,"avoided n20 emissions, ind-vol",organic,23.147148526268758
benn_23,"avoided n20 emissions, ind-vol",urea,16.533677518763398
borc_23,"avoided n20 emissions, ind-vol",ammonium,6.2985438166717715
borc_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,3.936589885419857
borc_23,"avoided n20 emissions, ind-vol",nitrate,0.7873179770839714
borc_23,"avoided n20 emissions, ind-vol",organic,16.533677518763398
borc_23,"avoided n20 emissions, ind-vol",urea,11.80976965625957
boye_23,"avoided n20 emissions, ind-vol",ammonium,10.497573027786284
boye_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.560983142366428
boye_23,"avoided n20 emissions, ind-vol",nitrate,1.3121966284732856
boye_23,"avoided n20 emissions, ind-vol",organic,27.556129197938997
boye_23,"avoided n20 emissions, ind-vol",urea,19.682949427099285
brag_23,"avoided n20 emissions, ind-vol",ammonium,8.922937073618343
brag_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.576835671011463
brag_23,"avoided n20 emissions, ind-vol",nitrate,1.1153671342022928
brag_23,"avoided n20 emissions, ind-vol",organic,23.422709818248144
brag_23,"avoided n20 emissions, ind-vol",urea,16.73050701303439
deng_23,"avoided n20 emissions, ind-vol",ammonium,4.199029211114515
deng_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,2.6243932569465716
deng_23,"avoided n20 emissions, ind-vol",nitrate,0.5248786513893143
deng_23,"avoided n20 emissions, ind-vol",organic,11.0224516791756
deng_23,"avoided n20 emissions, ind-vol",urea,7.873179770839714
harv_23,"avoided n20 emissions, ind-vol",ammonium,7.768204040561853
harv_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,4.8551275253511585
harv_23,"avoided n20 emissions, ind-vol",nitrate,0.9710255050702317
harv_23,"avoided n20 emissions, ind-vol",organic,20.39153560647486
harv_23,"avoided n20 emissions, ind-vol",urea,14.565382576053477
hiem_23,"avoided n20 emissions, ind-vol",ammonium,8.81796134334048
hiem_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.5112258395878
hiem_23,"avoided n20 emissions, ind-vol",nitrate,1.10224516791756
hiem_23,"avoided n20 emissions, ind-vol",organic,23.147148526268758
hiem_23,"avoided n20 emissions, ind-vol",urea,16.533677518763398
holli_23,"avoided n20 emissions, ind-vol",ammonium,8.39805842222903
holli_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,5.248786513893143
holli_23,"avoided n20 emissions, ind-vol",nitrate,1.0497573027786287
holli_23,"avoided n20 emissions, ind-vol",organic,22.0449033583512
holli_23,"avoided n20 emissions, ind-vol",urea,15.746359541679428
krue_23,"avoided n20 emissions, ind-vol",ammonium,5.248786513893142
krue_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,3.280491571183214
krue_23,"avoided n20 emissions, ind-vol",nitrate,0.6560983142366428
krue_23,"avoided n20 emissions, ind-vol",organic,13.778064598969499
krue_23,"avoided n20 emissions, ind-vol",urea,9.841474713549642
mcca1_23,"avoided n20 emissions, ind-vol",ammonium,10.497573027786284
mcca1_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.560983142366428
mcca1_23,"avoided n20 emissions, ind-vol",nitrate,1.3121966284732856
mcca1_23,"avoided n20 emissions, ind-vol",organic,27.556129197938997
mcca1_23,"avoided n20 emissions, ind-vol",urea,19.682949427099285
mcca2_23,"avoided n20 emissions, ind-vol",ammonium,10.497573027786284
mcca2_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.560983142366428
mcca2_23,"avoided n20 emissions, ind-vol",nitrate,1.3121966284732856
mcca2_23,"avoided n20 emissions, ind-vol",organic,27.556129197938997
mcca2_23,"avoided n20 emissions, ind-vol",urea,19.682949427099285
pete_23,"avoided n20 emissions, ind-vol",ammonium,10.497573027786284
pete_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.560983142366428
pete_23,"avoided n20 emissions, ind-vol",nitrate,1.3121966284732856
pete_23,"avoided n20 emissions, ind-vol",organic,27.556129197938997
pete_23,"avoided n20 emissions, ind-vol",urea,19.682949427099285
prev_23,"avoided n20 emissions, ind-vol",ammonium,11.127427409453464
prev_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,6.9546421309084145
prev_23,"avoided n20 emissions, ind-vol",nitrate,1.390928426181683
prev_23,"avoided n20 emissions, ind-vol",organic,29.20949694981534
prev_23,"avoided n20 emissions, ind-vol",urea,20.863926392725244
vanh_23,"avoided n20 emissions, ind-vol",ammonium,12.597087633343543
vanh_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,7.873179770839714
vanh_23,"avoided n20 emissions, ind-vol",nitrate,1.5746359541679429
vanh_23,"avoided n20 emissions, ind-vol",organic,33.067355037526795
vanh_23,"avoided n20 emissions, ind-vol",urea,23.61953931251914
veen_23,"avoided n20 emissions, ind-vol",ammonium,4.199029211114515
veen_23,"avoided n20 emissions, ind-vol",ammonium-nitrate,2.6243932569465716
veen_23,"avoided n20 emissions, ind-vol",nitrate,0.5248786513893143
veen_23,"avoided n20 emissions, ind-vol",organic,11.0224516791756
veen_23,"avoided n20 emissions, ind-vol",urea,7.873179770839714
abel_23,"avoided n2o emissions, ind-leach",ammonium,41.57038919003368
abel_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,41.57038919003368
abel_23,"avoided n2o emissions, ind-leach",nitrate,41.57038919003368
abel_23,"avoided n2o emissions, ind-leach",organic,41.57038919003368
abel_23,"avoided n2o emissions, ind-leach",urea,41.57038919003368
amun1_23,"avoided n2o emissions, ind-leach",ammonium,54.04150594704378
amun1_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,54.04150594704378
amun1_23,"avoided n2o emissions, ind-leach",nitrate,54.04150594704378
amun1_23,"avoided n2o emissions, ind-leach",organic,54.04150594704378
amun1_23,"avoided n2o emissions, ind-leach",urea,54.04150594704378
amun2_23,"avoided n2o emissions, ind-leach",ammonium,54.04150594704378
amun2_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,54.04150594704378
amun2_23,"avoided n2o emissions, ind-leach",nitrate,54.04150594704378
amun2_23,"avoided n2o emissions, ind-leach",organic,54.04150594704378
amun2_23,"avoided n2o emissions, ind-leach",urea,54.04150594704378
ande_23,"avoided n2o emissions, ind-leach",ammonium,68.86827809148913
ande_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,68.86827809148913
ande_23,"avoided n2o emissions, ind-leach",nitrate,68.86827809148913
ande_23,"avoided n2o emissions, ind-leach",organic,68.86827809148913
ande_23,"avoided n2o emissions, ind-leach",urea,68.86827809148913
auke_23,"avoided n2o emissions, ind-leach",ammonium,72.05534126272504
auke_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,72.05534126272504
auke_23,"avoided n2o emissions, ind-leach",nitrate,72.05534126272504
auke_23,"avoided n2o emissions, ind-leach",organic,72.05534126272504
auke_23,"avoided n2o emissions, ind-leach",urea,72.05534126272504
bake1_23,"avoided n2o emissions, ind-leach",ammonium,27.713592793355787
bake1_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,27.713592793355787
bake1_23,"avoided n2o emissions, ind-leach",nitrate,27.713592793355787
bake1_23,"avoided n2o emissions, ind-leach",organic,27.713592793355787
bake1_23,"avoided n2o emissions, ind-leach",urea,27.713592793355787
bake2_23,"avoided n2o emissions, ind-leach",ammonium,27.713592793355787
bake2_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,27.713592793355787
bake2_23,"avoided n2o emissions, ind-leach",nitrate,27.713592793355787
bake2_23,"avoided n2o emissions, ind-leach",organic,27.713592793355787
bake2_23,"avoided n2o emissions, ind-leach",urea,27.713592793355787
benn_23,"avoided n2o emissions, ind-leach",ammonium,58.198544866047165
benn_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,58.198544866047165
benn_23,"avoided n2o emissions, ind-leach",nitrate,58.198544866047165
benn_23,"avoided n2o emissions, ind-leach",organic,58.198544866047165
benn_23,"avoided n2o emissions, ind-leach",urea,58.198544866047165
borc_23,"avoided n2o emissions, ind-leach",ammonium,41.57038919003368
borc_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,41.57038919003368
borc_23,"avoided n2o emissions, ind-leach",nitrate,41.57038919003368
borc_23,"avoided n2o emissions, ind-leach",organic,41.57038919003368
borc_23,"avoided n2o emissions, ind-leach",urea,41.57038919003368
boye_23,"avoided n2o emissions, ind-leach",ammonium,69.28398198338947
boye_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,69.28398198338947
boye_23,"avoided n2o emissions, ind-leach",nitrate,69.28398198338947
boye_23,"avoided n2o emissions, ind-leach",organic,69.28398198338947
boye_23,"avoided n2o emissions, ind-leach",urea,69.28398198338947
brag_23,"avoided n2o emissions, ind-leach",ammonium,58.89138468588104
brag_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,58.89138468588104
brag_23,"avoided n2o emissions, ind-leach",nitrate,58.89138468588104
brag_23,"avoided n2o emissions, ind-leach",organic,58.89138468588104
brag_23,"avoided n2o emissions, ind-leach",urea,58.89138468588104
deng_23,"avoided n2o emissions, ind-leach",ammonium,27.713592793355787
deng_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,27.713592793355787
deng_23,"avoided n2o emissions, ind-leach",nitrate,27.713592793355787
deng_23,"avoided n2o emissions, ind-leach",organic,27.713592793355787
deng_23,"avoided n2o emissions, ind-leach",urea,27.713592793355787
harv_23,"avoided n2o emissions, ind-leach",ammonium,51.270146667708225
harv_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,51.270146667708225
harv_23,"avoided n2o emissions, ind-leach",nitrate,51.270146667708225
harv_23,"avoided n2o emissions, ind-leach",organic,51.270146667708225
harv_23,"avoided n2o emissions, ind-leach",urea,51.270146667708225
hiem_23,"avoided n2o emissions, ind-leach",ammonium,58.198544866047165
hiem_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,58.198544866047165
hiem_23,"avoided n2o emissions, ind-leach",nitrate,58.198544866047165
hiem_23,"avoided n2o emissions, ind-leach",organic,58.198544866047165
hiem_23,"avoided n2o emissions, ind-leach",urea,58.198544866047165
holli_23,"avoided n2o emissions, ind-leach",ammonium,55.42718558671157
holli_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,55.42718558671157
holli_23,"avoided n2o emissions, ind-leach",nitrate,55.42718558671157
holli_23,"avoided n2o emissions, ind-leach",organic,55.42718558671157
holli_23,"avoided n2o emissions, ind-leach",urea,55.42718558671157
krue_23,"avoided n2o emissions, ind-leach",ammonium,34.64199099169473
krue_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,34.64199099169473
krue_23,"avoided n2o emissions, ind-leach",nitrate,34.64199099169473
krue_23,"avoided n2o emissions, ind-leach",organic,34.64199099169473
krue_23,"avoided n2o emissions, ind-leach",urea,34.64199099169473
mcca1_23,"avoided n2o emissions, ind-leach",ammonium,69.28398198338947
mcca1_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,69.28398198338947
mcca1_23,"avoided n2o emissions, ind-leach",nitrate,69.28398198338947
mcca1_23,"avoided n2o emissions, ind-leach",organic,69.28398198338947
mcca1_23,"avoided n2o emissions, ind-leach",urea,69.28398198338947
mcca2_23,"avoided n2o emissions, ind-leach",ammonium,69.28398198338947
mcca2_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,69.28398198338947
mcca2_23,"avoided n2o emissions, ind-leach",nitrate,69.28398198338947
mcca2_23,"avoided n2o emissions, ind-leach",organic,69.28398198338947
mcca2_23,"avoided n2o emissions, ind-leach",urea,69.28398198338947
pete_23,"avoided n2o emissions, ind-leach",ammonium,69.28398198338947
pete_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,69.28398198338947
pete_23,"avoided n2o emissions, ind-leach",nitrate,69.28398198338947
pete_23,"avoided n2o emissions, ind-leach",organic,69.28398198338947
pete_23,"avoided n2o emissions, ind-leach",urea,69.28398198338947
prev_23,"avoided n2o emissions, ind-leach",ammonium,73.44102090239285
prev_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,73.44102090239285
prev_23,"avoided n2o emissions, ind-leach",nitrate,73.44102090239285
prev_23,"avoided n2o emissions, ind-leach",organic,73.44102090239285
prev_23,"avoided n2o emissions, ind-leach",urea,73.44102090239285
vanh_23,"avoided n2o emissions, ind-leach",ammonium,83.14077838006736
vanh_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,83.14077838006736
vanh_23,"avoided n2o emissions, ind-leach",nitrate,83.14077838006736
vanh_23,"avoided n2o emissions, ind-leach",organic,83.14077838006736
vanh_23,"avoided n2o emissions, ind-leach",urea,83.14077838006736
veen_23,"avoided n2o emissions, ind-leach",ammonium,27.713592793355787
veen_23,"avoided n2o emissions, ind-leach",ammonium-nitrate,27.713592793355787
veen_23,"avoided n2o emissions, ind-leach",nitrate,27.713592793355787
veen_23,"avoided n2o emissions, ind-leach",organic,27.713592793355787
veen_23,"avoided n2o emissions, ind-leach",urea,27.713592793355787
